date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:52:43	99952/99952	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202020%2003:52:39%20GMT	http://designarc.biz/demos/unilevor/theme/partner.html	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/partner.html	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:43	5026/5026	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Jul%202018%2005:27:04%20GMT	http://designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo1.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo1.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:44	5188/5188	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Jul%202018%2005:28:54%20GMT	http://designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo2.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo2.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:44	7971/7971	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Jul%202018%2005:30:10%20GMT	http://designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo3.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo3.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:44	8787/8787	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Jul%202018%2005:32:50%20GMT	http://designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo4.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo4.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:45	6193/6193	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Jul%202018%2005:37:06%20GMT	http://designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo5.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo5.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:45	6347/6347	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Jul%202018%2005:36:00%20GMT	http://designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo6.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/clients-logo/partner-logo6.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:45	2630/2630	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Jan%202019%2001:45:26%20GMT	http://designarc.biz/demos/unilevor/theme/img/f_logo.png	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/img/f_logo.png	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:50	99953/99953	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202020%2003:52:46%20GMT	http://designarc.biz/demos/unilevor/theme/services.html	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/services.html	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:53	99952/99952	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202020%2003:52:51%20GMT	http://designarc.biz/demos/unilevor/theme/contact.html	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/contact.html	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:52:57	19191/19191	---M--	200	added ('OK')	application/javascript	date:Sun,%2031%20Dec%202017%2008:15:36%20GMT	http://designarc.biz/demos/unilevor/theme/js/popper.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/js/popper.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:02	48887/48887	---M--	200	added ('OK')	application/javascript	date:Sun,%2031%20Dec%202017%2008:10:50%20GMT	http://designarc.biz/demos/unilevor/theme/js/bootstrap.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/js/bootstrap.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:03	86659/86659	---M--	200	added ('OK')	application/javascript	date:Thu,%2016%20Nov%202017%2008:01:42%20GMT	http://designarc.biz/demos/unilevor/theme/js/jquery-3.2.1.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/js/jquery-3.2.1.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:07	62656/62656	---M--	200	added ('OK')	application/javascript	date:Tue,%2020%20Dec%202016%2020:17:28%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/revolution/js/jquery.themepunch.revolution.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/revolution/js/jquery.themepunch.revolution.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:07	23869/23869	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Nov%202016%2018:32:04%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.video.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.video.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:08	28418/28418	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Nov%202016%2020:23:40%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.slideanims.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:11	107526/107526	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Oct%202016%2023:20:26%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/revolution/js/jquery.themepunch.tools.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/revolution/js/jquery.themepunch.tools.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:11	26071/26071	---M--	200	added ('OK')	application/javascript	date:Thu,%2024%20Nov%202016%2001:38:06%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.navigation.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.navigation.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:12	2942/2942	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20May%202016%2001:32:24%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/jqery-nice-selector/js/jquery.nice-select.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/jqery-nice-selector/js/jquery.nice-select.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
22:53:14	50176/50176	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202016%2020:36:32%20GMT	http://designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/Mis%20lugares%20Web/investidata3/designarc.biz/demos/unilevor/theme/vendors/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from http://designarc.biz/demos/unilevor/theme/index.html)
